chr21	5000000	5040000	0
chr21	5040000	5080000	0
chr21	5080000	5120000	0
chr21	5120000	5160000	0
chr21	5160000	5200000	0
chr21	5200000	5240000	3.0
chr21	5240000	5280000	0
chr21	5280000	5320000	-2.0
chr21	5320000	5360000	0
chr21	5360000	5400000	0
chr21	5400000	5440000	0
chr21	5440000	5480000	0
chr21	5480000	5520000	0
chr21	5520000	5560000	0
chr21	5560000	5600000	0
chr21	5600000	5640000	0
chr21	5640000	5680000	0
chr21	5680000	5720000	0
chr21	5720000	5760000	0
chr21	5760000	5800000	0
chr21	5800000	5840000	0
chr21	5840000	5880000	0
chr21	5880000	5920000	0
chr21	5920000	5960000	0
chr21	5960000	6000000	0
chr21	6000000	6040000	0
chr21	6040000	6080000	0
chr21	6080000	6120000	0
chr21	6120000	6160000	0
chr21	6160000	6200000	0
chr21	6200000	6240000	0
chr21	6240000	6280000	0
chr21	6280000	6320000	0
chr21	6320000	6360000	0
chr21	6360000	6400000	0
chr21	6400000	6440000	0
chr21	6440000	6480000	0
chr21	6480000	6520000	0
chr21	6520000	6560000	0
chr21	6560000	6600000	0
chr21	6600000	6640000	0
chr21	6640000	6680000	0
chr21	6680000	6720000	0
chr21	6720000	6760000	0
chr21	6760000	6800000	0
chr21	6800000	6840000	0
chr21	6840000	6880000	0
chr21	6880000	6920000	0
chr21	6920000	6960000	0
chr21	6960000	7000000	0
chr21	7000000	7040000	0
chr21	7040000	7080000	0
chr21	7080000	7120000	0
chr21	7120000	7160000	0
chr21	7160000	7200000	0
chr21	7200000	7240000	0
chr21	7240000	7280000	2.66666666667
chr21	7280000	7320000	1.0
chr21	7320000	7360000	-1.8
chr21	7360000	7400000	0
chr21	7400000	7440000	0
chr21	7440000	7480000	0
chr21	7480000	7520000	0
chr21	7520000	7560000	0
chr21	7560000	7600000	0
chr21	7600000	7640000	0
chr21	7640000	7680000	0
chr21	7680000	7720000	0
chr21	7720000	7760000	0
chr21	7760000	7800000	0
chr21	7800000	7840000	0
chr21	7840000	7880000	0
chr21	7880000	7920000	22.0
chr21	7920000	7960000	-4.5
chr21	7960000	8000000	3.90322580645
chr21	8000000	8040000	0
chr21	8040000	8080000	2.0
chr21	8080000	8120000	0
chr21	8120000	8160000	0
chr21	8160000	8200000	0
chr21	8200000	8240000	0
chr21	8240000	8280000	0
chr21	8280000	8320000	0
chr21	8320000	8360000	0
chr21	8360000	8400000	0
chr21	8400000	8440000	0
chr21	8440000	8480000	0
chr21	8480000	8520000	0
chr21	8520000	8560000	1.0
chr21	8560000	8600000	0
chr21	8600000	8640000	0
chr21	8640000	8680000	0
chr21	8680000	8720000	6.0
chr21	8720000	8760000	2.66666666667
chr21	8760000	8800000	1.8
chr21	8800000	8840000	1.0
chr21	8840000	8880000	0
chr21	8880000	8920000	0
chr21	8920000	8960000	0
chr21	8960000	9000000	97.1523809524
chr21	9000000	9040000	-11.4485981308
chr21	9040000	9080000	0
chr21	9080000	9120000	-1.6
chr21	9120000	9160000	-1.0
chr21	9160000	9200000	0
chr21	9200000	9240000	0
chr21	9240000	9280000	1.0
chr21	9280000	9320000	0
chr21	9320000	9360000	0
chr21	9360000	9400000	0
chr21	9400000	9440000	0
chr21	9440000	9480000	0
chr21	9480000	9520000	0
chr21	9520000	9560000	1.0
chr21	9560000	9600000	3.0
chr21	9600000	9640000	1.0
chr21	9640000	9680000	11.6363636364
chr21	9680000	9720000	-1.0
chr21	9720000	9760000	167.639004149
chr21	9760000	9800000	-18.9854014599
chr21	9800000	9840000	2.66666666667
chr21	9840000	9880000	6.85714285714
chr21	9880000	9920000	13.8282828283
chr21	9920000	9960000	0.461538461538
chr21	9960000	10000000	-2.48275862069
chr21	10000000	10040000	0
chr21	10040000	10080000	0
chr21	10080000	10120000	1.0
chr21	10120000	10160000	-2.0
chr21	10160000	10200000	0
chr21	10200000	10240000	0
chr21	10240000	10280000	3.0
chr21	10280000	10320000	0
chr21	10320000	10360000	78.5175879397
chr21	10360000	10400000	9.18367346939
chr21	10400000	10440000	51.9896907216
chr21	10440000	10480000	-13.4542372881
chr21	10480000	10520000	0.988304093567
chr21	10520000	10560000	0.12077294686
chr21	10560000	10600000	-20.7020057307
chr21	10600000	10640000	-62.8837209302
chr21	10640000	10680000	-18.2413793103
chr21	10680000	10720000	3.5
chr21	10720000	10760000	-57.8
chr21	10760000	10800000	-65.8584070796
chr21	10800000	10840000	-139.0
chr21	10840000	10880000	0
chr21	10880000	10920000	0
chr21	10920000	10960000	0
chr21	10960000	11000000	0
chr21	11000000	11040000	0
chr21	11040000	11080000	0
chr21	11080000	11120000	0
chr21	11120000	11160000	0
chr21	11160000	11200000	0
chr21	11200000	11240000	0
chr21	11240000	11280000	0
chr21	11280000	11320000	0
chr21	11320000	11360000	0
chr21	11360000	11400000	0
chr21	11400000	11440000	0
chr21	11440000	11480000	0
chr21	11480000	11520000	0
chr21	11520000	11560000	0
chr21	11560000	11600000	0
chr21	11600000	11640000	0
chr21	11640000	11680000	0
chr21	11680000	11720000	0
chr21	11720000	11760000	0
chr21	11760000	11800000	0
chr21	11800000	11840000	0
chr21	11840000	11880000	0
chr21	11880000	11920000	0
chr21	11920000	11960000	0
chr21	11960000	12000000	0
chr21	12000000	12040000	0
chr21	12040000	12080000	0
chr21	12080000	12120000	0
chr21	12120000	12160000	0
chr21	12160000	12200000	0
chr21	12200000	12240000	0
chr21	12240000	12280000	0
chr21	12280000	12320000	0
chr21	12320000	12360000	0
chr21	12360000	12400000	0
chr21	12400000	12440000	0
chr21	12440000	12480000	0
chr21	12480000	12520000	0
chr21	12520000	12560000	0
chr21	12560000	12600000	0
chr21	12600000	12640000	0
chr21	12640000	12680000	0
chr21	12680000	12720000	0
chr21	12720000	12760000	0
chr21	12760000	12800000	0
chr21	12800000	12840000	0
chr21	12840000	12880000	0
chr21	12880000	12920000	0
chr21	12920000	12960000	0
chr21	12960000	13000000	230.0
chr21	13000000	13040000	8.80487804878
chr21	13040000	13080000	23.6842105263
chr21	13080000	13120000	8.33333333333
chr21	13120000	13160000	26.4705882353
chr21	13160000	13200000	15.0
chr21	13200000	13240000	48.05
chr21	13240000	13280000	87.025
chr21	13280000	13320000	109.69035533
chr21	13320000	13360000	56.0769230769
chr21	13360000	13400000	64.928057554
chr21	13400000	13440000	38.2527472527
chr21	13440000	13480000	122.127868852
chr21	13480000	13520000	40.0476190476
chr21	13520000	13560000	36.1262135922
chr21	13560000	13600000	89.786407767
chr21	13600000	13640000	0.8
chr21	13640000	13680000	0
chr21	13680000	13720000	0
chr21	13720000	13760000	0
chr21	13760000	13800000	1.8
chr21	13800000	13840000	219.512195122
chr21	13840000	13880000	149.061269147
chr21	13880000	13920000	85.4494382022
chr21	13920000	13960000	60.0161290323
chr21	13960000	14000000	53.6808510638
chr21	14000000	14040000	571.541950113
chr21	14040000	14080000	607.224958949
chr21	14080000	14120000	1103.11398545
chr21	14120000	14160000	672.124070217
chr21	14160000	14200000	335.781741868
chr21	14200000	14240000	746.313868613
chr21	14240000	14280000	1394.76497814
chr21	14280000	14320000	1907.27400295
chr21	14320000	14360000	851.401319127
chr21	14360000	14400000	1814.78459955
chr21	14400000	14440000	2565.6807099
chr21	14440000	14480000	2414.84602917
chr21	14480000	14520000	2172.80517986
chr21	14520000	14560000	1300.8972201
chr21	14560000	14600000	839.677506081
chr21	14600000	14640000	298.949520767
chr21	14640000	14680000	97.3751608752
chr21	14680000	14720000	43.0350238799
chr21	14720000	14760000	24.2322079569
chr21	14760000	14800000	158.230843373
chr21	14800000	14840000	442.618495551
chr21	14840000	14880000	1067.69548529
chr21	14880000	14920000	863.81190947
chr21	14920000	14960000	466.781916406
chr21	14960000	15000000	201.308012299
chr21	15000000	15040000	25.7421220006
chr21	15040000	15080000	47.623844732
chr21	15080000	15120000	139.570686807
chr21	15120000	15160000	147.062178644
chr21	15160000	15200000	0.644764730818
chr21	15200000	15240000	-1.39309544531
chr21	15240000	15280000	-0.548589341693
chr21	15280000	15320000	-44.0550458716
chr21	15320000	15360000	-92.8091163403
chr21	15360000	15400000	-105.449446494
chr21	15400000	15440000	-293.520035619
chr21	15440000	15480000	-832.184278193
chr21	15480000	15520000	-1092.9748302
chr21	15520000	15560000	-703.127678413
chr21	15560000	15600000	-616.843685726
chr21	15600000	15640000	-11.540222848
chr21	15640000	15680000	-22.867542566
chr21	15680000	15720000	-17.9726222504
chr21	15720000	15760000	-17.1316265839
chr21	15760000	15800000	-374.361983026
chr21	15800000	15840000	-312.912209065
chr21	15840000	15880000	-28.5398370753
chr21	15880000	15920000	25.6226789255
chr21	15920000	15960000	95.7336523126
chr21	15960000	16000000	282.001645639
chr21	16000000	16040000	452.072387624
chr21	16040000	16080000	428.517997563
chr21	16080000	16120000	367.925977438
chr21	16120000	16160000	393.210622234
chr21	16160000	16200000	115.185678601
